Year,CountyCode,CountyName,CauseOfLossCode,CauseOfLossDescription,MonthOfLoss,MonthOfLossName,PoliciesEarningPremium,PoliciesIndemnified,NetPlantedAcres,Liability,TotalPremium,NetAcresLoss,Indemnity,IndemnityByPremium
2010,115,Yuba                          ,31,Excess Moisture/Precipitation/Rain,6,JUN,1,1,38,13183,1668,38,13183,7.9
2011,7,Butte                         ,21,Hail,10,OCT,1,1,406.8,140956,2814,106.8,10546,3.75
2011,7,Butte                         ,21,Hail,10,OCT,1,1,813.6,281912,5628,25.1,8069,1.43
2011,7,Butte                         ,31,Excess Moisture/Precipitation/Rain,5,MAY,1,1,1124.08,949308.8,28560.8,103.84,50321.6,1.76
2011,7,Butte                         ,31,Excess Moisture/Precipitation/Rain,6,JUN,1,1,281.02,237327.2,7140.2,25.96,12580.4,1.76
2011,7,Butte                         ,44,Cold Wet Weather,9,SEP,2,2,132.45,120112,7790,132.45,36128,4.64
2011,21,Glenn                         ,31,Excess Moisture/Precipitation/Rain,5,MAY,1,1,630.4,603820,27905,124,71671,2.57
2011,61,Placer                        ,31,Excess Moisture/Precipitation/Rain,4,APR,2,2,274.626,128840,14784,208.326,83773,5.67
2011,61,Placer                        ,31,Excess Moisture/Precipitation/Rain,4,APR,5,5,2707.5,1100963,152037,2051.074,779801,5.13
2011,77,San Joaquin                   ,12,Heat,6,JUN,1,1,74.415,73490.34,5759.16,74.415,24823.26,4.31
2011,77,San Joaquin                   ,44,Cold Wet Weather,6,JUN,1,1,74.415,73490.34,5759.16,74.415,24823.26,4.31
2011,77,San Joaquin                   ,93,Wildlife,5,MAY,1,1,76.67,75717.32,5933.68,76.67,25575.48,4.31
2011,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain,6,JUN,4,4,355.2,199306,8623,355.2,66137,7.67
2011,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain,5,MAY,4,4,1700.1,930698,79221,1440.7,666780,8.42
2011,101,Sutter                        ,61,Wind/Excess Wind,5,MAY,1,1,205,228890,17664,205,4832,0.27
2011,101,Sutter                        ,12,Heat,6,JUN,1,1,80.9,41793,1777,80.9,32219,18.13
2011,113,Yolo                          ,31,Excess Moisture/Precipitation/Rain,5,MAY,3,3,439.904,228219.44,26670.22,324.899,145324.04,5.45
2011,113,Yolo                          ,31,Excess Moisture/Precipitation/Rain,6,JUN,2,2,230.496,130263.56,11917.78,120.001,50618.96,4.25
2011,113,Yolo                          ,31,Excess Moisture/Precipitation/Rain,3,MAR,1,1,223.3,109831,10365,223.3,38441,3.71
2011,113,Yolo                          ,31,Excess Moisture/Precipitation/Rain,6,JUN,4,4,593.262,383585.06,28752.14,260.887,121656.95,4.23
2011,113,Yolo                          ,31,Excess Moisture/Precipitation/Rain,6,JUN,1,1,201.5,199710,12138,201.5,84482,6.96
2011,113,Yolo                          ,31,Excess Moisture/Precipitation/Rain,5,MAY,3,3,385.713,274325.94,23860.86,207.213,103303.05,4.33
2012,11,Colusa                        ,61,Wind/Excess Wind,6,JUN,1,1,170.8,155039,7578,31.2,1835,0.24
2012,49,Modoc                         ,44,Cold Wet Weather,5,MAY,1,1,262.4,103910.4,13814.4,262.4,80244.6,5.81
2012,49,Modoc                         ,44,Cold Wet Weather,4,APR,1,1,263.6,104385.6,13447.6,263.6,68164.4,5.07
2012,49,Modoc                         ,93,Wildlife,5,MAY,1,1,528.6,274412,40723,528.6,72228,1.77
2012,61,Placer                        ,12,Heat,6,JUN,1,1,45.4,31200,3058,8.5,1927,0.63
2012,61,Placer                        ,12,Heat,7,JUL,1,1,45.4,31200,3058,82.3,18652,6.1
2012,61,Placer                        ,13,Failure of Irrigation Supply,1,JAN,4,4,102.138,50282,4068,102.138,50282,12.36
2012,61,Placer                        ,31,Excess Moisture/Precipitation/Rain,4,APR,3,3,527.5,200609,23741,527.5,200609,8.45
2012,61,Placer                        ,31,Excess Moisture/Precipitation/Rain,4,APR,2,2,497.5,123982,13774,497.5,123982,9
2012,77,San Joaquin                   ,93,Wildlife,5,MAY,1,1,99.6,99882,5823,47,2764,0.47
2012,89,Shasta                        ,31,Excess Moisture/Precipitation/Rain,5,MAY,1,1,31.25,23512.5,442,6.85,5154,11.66
2012,89,Shasta                        ,31,Excess Moisture/Precipitation/Rain,5,MAY,1,1,31.25,23512.5,442,55.65,16000,36.2
2012,89,Shasta                        ,44,Cold Wet Weather,5,MAY,1,1,44,18876,616.4,44,18876,30.62
2012,89,Shasta                        ,44,Cold Wet Weather,6,JUN,1,1,484.38,260160,6914.4,484.38,48827.4,7.06
2012,89,Shasta                        ,44,Cold Wet Weather,6,JUN,1,1,66,28314,924.6,66,28314,30.62
2012,89,Shasta                        ,44,Cold Wet Weather,5,MAY,4,4,598.52,303550,8462.6,598.52,83650.6,9.88
2012,89,Shasta                        ,93,Wildlife,5,MAY,1,1,31.25,23512.5,442,6.85,5154,11.66
2012,89,Shasta                        ,93,Wildlife,5,MAY,1,1,31.25,23512.5,442,55.65,16000,36.2
2012,101,Sutter                        ,12,Heat,6,JUN,5,5,282,137041,3646.5,311.7,50633,13.89
2012,101,Sutter                        ,12,Heat,6,JUN,2,2,86.9,42026,1538.5,57.2,28924,18.8
2012,101,Sutter                        ,13,Failure of Irrigation Supply,1,JAN,8,8,618.65,264456,21280,621.75,264456,12.43
2012,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain,3,MAR,1,1,139,59276,7454,139.5,59276,7.95
2012,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain,4,APR,3,3,243.5,105909,10091,243.5,105909,10.5
2012,101,Sutter                        ,81,Plant Disease,5,MAY,1,1,161.8,114784,2912,161.8,9514,3.27
2012,101,Sutter                        ,12,Heat,6,JUN,1,1,27,14672,651,27,7164,11
2012,101,Sutter                        ,61,Wind/Excess Wind,6,JUN,1,1,229,124691,6245,229,45069,7.22
2012,113,Yolo                          ,12,Heat,7,JUL,2,2,516,280638,21157,516,40006,1.89
2012,113,Yolo                          ,31,Excess Moisture/Precipitation/Rain,4,APR,2,2,412,163904,24573,412,163904,6.67
2012,113,Yolo                          ,61,Wind/Excess Wind,6,JUN,2,2,470.4,239504,15074,470.4,17786,1.18
2012,113,Yolo                          ,61,Wind/Excess Wind,6,JUN,1,1,130,72930,3925,130,7423,1.89
2012,115,Yuba                          ,31,Excess Moisture/Precipitation/Rain,4,APR,1,1,83.3,27784,2933,83.3,27784,9.47
2012,115,Yuba                          ,99,"Other (Snow, Lightning, Etc.)",8,AUG,1,1,32,26037,1349,32,5142,3.81
2013,7,Butte                         ,61,Wind/Excess Wind,4,APR,1,1,147.2,152344,4719,51.5,3234,0.69
2013,7,Butte                         ,71,Insects,4,APR,1,1,46,37396,897,18.8,1181,1.32
2013,7,Butte                         ,93,Wildlife,4,APR,1,1,36,29266,702,20,1256,1.79
2013,11,Colusa                        ,61,Wind/Excess Wind,5,MAY,1,1,184,175736,6981,184,27257,3.9
2013,11,Colusa                        ,93,Wildlife,5,MAY,1,1,220.8,206919,7529,34.96,2195,0.29
2013,21,Glenn                         ,61,Wind/Excess Wind,5,MAY,1,1,85.5,62285,1395,85.5,16233,11.64
2013,47,Merced                        ,13,Failure of Irrigation Supply,3,MAR,3,3,372.44,179323,11505,372.44,179323,15.59
2013,49,Modoc                         ,93,Wildlife,7,JUL,2,2,677.55,381502,88681,1023.9,100993,1.14
2013,49,Modoc                         ,93,Wildlife,7,JUL,2,2,604.35,339009,81148,258,95722,1.18
2013,61,Placer                        ,12,Heat,6,JUN,1,1,154,122341,4410,154,1959,0.44
2013,61,Placer                        ,13,Failure of Irrigation Supply,1,JAN,5,5,370.9,177194,11112,370.9,177194,15.95
2013,61,Placer                        ,13,Failure of Irrigation Supply,5,MAY,1,1,78.8,37560,2041,78.8,37560,18.4
2013,61,Placer                        ,13,Failure of Irrigation Supply,2,FEB,1,1,135,67866,6671,135,67866,10.17
2013,77,San Joaquin                   ,93,Wildlife,5,MAY,4,4,241.9835,222146,15348,241.9835,41778,2.72
2013,89,Shasta                        ,21,Hail,8,AUG,2,2,80.28,47610,1457.4,80.28,26194,17.97
2013,89,Shasta                        ,61,Wind/Excess Wind,8,AUG,3,3,381.12,230616,6926.6,381.12,123213,17.79
2013,89,Shasta                        ,61,Wind/Excess Wind,9,SEP,1,1,70.59,41644.5,1293,70.59,4684.2,3.62
2013,89,Shasta                        ,99,"Other (Snow, Lightning, Etc.)",9,SEP,1,1,164.71,97170.5,3017,164.71,10929.8,3.62
2013,101,Sutter                        ,12,Heat,6,JUN,4,4,247.7,178236,5663,247.7,47413,8.37
2013,101,Sutter                        ,12,Heat,7,JUL,1,1,37,17015,416,37,5155,12.39
2013,101,Sutter                        ,13,Failure of Irrigation Supply,2,FEB,5,5,246.8,107949,4960,246.8,107949,21.76
2013,101,Sutter                        ,13,Failure of Irrigation Supply,5,MAY,2,2,71.03,28899.7,2298.1,71.03,28899.7,12.58
2013,101,Sutter                        ,13,Failure of Irrigation Supply,1,JAN,2,2,121.1,17816,616,121.1,17816,28.92
2013,101,Sutter                        ,13,Failure of Irrigation Supply,4,APR,1,1,65.8,35506,2238,65.8,35506,15.87
2013,101,Sutter                        ,13,Failure of Irrigation Supply,1,JAN,4,4,283.6262,65104,2675,283.6262,65104,24.34
2013,101,Sutter                        ,13,Failure of Irrigation Supply,1,JAN,21,21,1158.1095,554753,28113,1158.1095,554753,19.73
2013,101,Sutter                        ,13,Failure of Irrigation Supply,10,OCT,1,1,50,18243,549,50,18243,33.23
2013,101,Sutter                        ,13,Failure of Irrigation Supply,4,APR,1,1,154.1,81533,5600,154.1,81533,14.56
2013,101,Sutter                        ,13,Failure of Irrigation Supply,2,FEB,1,1,49.335,5580,131,49.335,5580,42.6
2013,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain,1,JAN,1,1,24.8,4396,119,24.8,4396,36.94
2013,101,Sutter                        ,71,Insects,5,MAY,1,1,240,191452,6963,240,15072,2.16
2013,101,Sutter                        ,97,Earthquake,5,MAY,1,1,4.67,1425.3,67.9,4.67,1425.3,20.99
2013,101,Sutter                        ,61,Wind/Excess Wind,4,APR,1,1,123.4,77630,4174,123.4,26695,6.4
2013,113,Yolo                          ,13,Failure of Irrigation Supply,2,FEB,1,1,588,285583,37741,593,285583,7.57
2013,113,Yolo                          ,13,Failure of Irrigation Supply,5,MAY,11,11,2837.893,1492414,229797,2837.893,1492414,6.49
2013,113,Yolo                          ,61,Wind/Excess Wind,6,JUN,1,1,166,122807,7059,166,4416,0.63
2014,7,Butte                         ,1,Decline in Price,11,NOV,1,1,45.125,72375,3525,45.125,554,0.16
2014,7,Butte                         ,1,Decline in Price,12,DEC,1,1,367.4,636780,33670,367.4,29412,0.87
2014,7,Butte                         ,12,Heat,6,JUN,1,1,21,23308,444,21,2711,6.11
2014,7,Butte                         ,13,Failure of Irrigation Supply,3,MAR,2,2,656.25,467064,21634,656.25,467064,21.59
2014,7,Butte                         ,13,Failure of Irrigation Supply,2,FEB,1,1,59.7,30390,1176,59.7,30390,25.84
2014,7,Butte                         ,13,Failure of Irrigation Supply,2,FEB,2,2,143.5,111397,7266,143.5,111397,15.33
2014,11,Colusa                        ,12,Heat,7,JUL,1,1,131.6,190628,7965,131.6,16572,2.08
2014,11,Colusa                        ,12,Heat,6,JUN,1,1,187.9,159836,5217,187.9,28429,5.45
2014,11,Colusa                        ,13,Failure of Irrigation Supply,7,JUL,2,2,69.2144,55789,3390,69.2144,55789,16.46
2014,11,Colusa                        ,13,Failure of Irrigation Supply,6,JUN,1,1,129.5,27695,723,129.5,27695,38.31
2014,11,Colusa                        ,13,Failure of Irrigation Supply,3,MAR,4,4,451.7,287830,24025,451.7,287830,11.98
2014,11,Colusa                        ,13,Failure of Irrigation Supply,6,JUN,1,1,48.6,32829,2761,48.6,32829,11.89
2014,11,Colusa                        ,13,Failure of Irrigation Supply,3,MAR,7,7,509.3,478847,33034,509.3,478847,14.5
